FA_name,FA_mass,FA_length_ft,FA_manufacturing_year,FA_introduction_year,reactor_power,reactor_type,fuel_type,reactor_site,reactor_location,FA_BUp,reactor_epoch
FB4031,736.6,12,2000,2002,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,0.0,VD3
FW1309,908.7,14,2011,2013,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FF5723,799.9,12,2017,2017,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,27.9,VD1
FA7614,778.0,12,1996,1996,900,CPY,MOX,FES,Grand Est,16.3,VD3
FC5195,902.3,14,1985,1990,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD4
FA2563,835.8,14,2022,2025,1300,DPY,UO2,PAL,Normandy,61.9,VD1
FG9508,865.6,14,1978,1979,1300,DPY,UO2,GOL,Occitanie,72.0,VD5
FI1612,775.1,12,1970,1972,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,17.6,VD6
FF3885,741.9,12,1971,1973,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD6
FU1451,840.0,14,1971,1976,1300,DPY,UO2,GOL,Occitanie,64.3,VD5
FC2865,901.3,14,2017,2018,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD1
FG4663,771.4,12,2005,2006,900,CPY,UO2,FES,Grand Est,12.8,VD2
FL3974,746.0,12,2003,2003,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD3
FF4985,793.7,12,2014,2016,900,CPY,MOX,STL,Centre-Val de Loire,23.1,VD1
FV5641,765.5,12,1990,1991,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,8.6,VD4
FF9201,722.8,12,1993,1995,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD4
FN1081,905.6,14,1979,1981,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FN4167,904.1,14,1986,1987,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FX6842,836.8,14,1982,1985,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD5
FU8758,777.5,12,2008,2010,900,CPY,UO2,STL,Centre-Val de Loire,19.2,VD2
FH6836,894.2,14,1995,1995,1300,DPY,UO2,PEN,Normandy,72.0,VD4
FM7623,896.2,14,1991,1993,1300,DPY,UO2,FLA,Normandy,72.0,VD4
FI8994,874.4,14,2015,2018,1300,DPY,UO2,PAL,Normandy,72.0,VD1
FZ5035,766.5,12,2021,2025,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,6.8,VD1
FJ2724,859.2,14,1984,1987,1300,DPY,UO2,GOL,Occitanie,72.0,VD4
FH5083,731.7,12,1994,1995,900,CPY,MOX,STL,Centre-Val de Loire,0.0,VD4
FY5436,718.4,12,2015,2018,900,CPY,MOX,FES,Grand Est,0.0,VD1
FV4822,884.6,14,1990,1991,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FE6555,816.5,14,2016,2017,1300,DPY,UO2,NOG,Île-de-France,44.7,VD1
FG7361,773.8,12,1999,2001,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,13.7,VD3
FP2340,946.9,14,1975,1980,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD5
FG9962,799.3,12,1982,1984,900,CPY,UO2,GRA,Hauts-de-France,32.2,VD5
FV5695,738.4,12,1992,1996,900,CPY,MOX,FES,Grand Est,0.0,VD3
FH1428,909.0,14,1996,1996,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD3
FJ8706,893.6,14,2002,2007,1300,DPY,UO2,GOL,Occitanie,72.0,VD2
FN2575,729.2,12,1991,1992,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD4
FD7449,865.1,14,2016,2020,1300,DPY,UO2,PEN,Normandy,72.0,VD1
FW8567,849.4,14,1975,1975,1300,DPY,UO2,PEN,Normandy,72.0,VD6
FP4411,780.1,12,1997,2000,900,CPY,UO2,DAM,Centre-Val de Loire,18.5,VD3
FW3720,708.7,12,2019,2019,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD1
FR3292,780.1,12,1989,1994,900,CPY,UO2,FES,Grand Est,17.5,VD4
FD3159,704.0,12,1975,1977,900,CPY,UO2,FES,Grand Est,0.0,VD5
FS5879,899.9,14,2017,2020,1300,DPY,UO2,GOL,Occitanie,72.0,VD1
FK5554,843.6,14,2022,2023,1300,DPY,UO2,GOL,Occitanie,71.5,VD1
FM5858,876.5,14,1989,1992,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FT2783,759.1,12,1994,1999,900,CPY,UO2,DAM,Centre-Val de Loire,4.7,VD3
FA4526,884.7,14,1991,1995,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FV2799,721.4,12,1976,1981,900,CPY,UO2,FES,Grand Est,0.0,VD5
FW5786,861.4,14,2003,2006,1300,DPY,UO2,GOL,Occitanie,72.0,VD2
FO1419,856.5,14,1991,1996,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FG6384,891.3,14,1980,1984,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FD7383,876.9,14,1975,1976,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD5
FD7575,887.4,14,2014,2019,1300,DPY,UO2,FLA,Normandy,72.0,VD1
FX1555,723.1,12,2017,2018,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD1
FI5454,787.4,12,1980,1983,900,CPY,UO2,DAM,Centre-Val de Loire,21.8,VD5
FP4360,851.8,14,2011,2013,1300,DPY,UO2,PEN,Normandy,71.6,VD2
FJ1746,855.6,14,2018,2022,1300,DPY,UO2,NOG,Île-de-France,72.0,VD1
FC2017,896.8,14,1971,1974,1300,DPY,UO2,NOG,Île-de-France,72.0,VD6
FB2210,708.4,12,1982,1986,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD4
FM1170,878.7,14,1984,1988,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD4
FY1408,830.2,14,1971,1973,1300,DPY,UO2,PEN,Normandy,59.7,VD6
FB3466,852.7,14,1999,2003,1300,DPY,UO2,PEN,Normandy,71.2,VD3
FN2950,718.2,12,1990,1995,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD4
FH5783,875.1,14,1979,1979,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD5
FI9223,758.6,12,2015,2017,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,5.8,VD1
FE1981,909.8,14,1981,1983,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FN2005,726.6,12,2010,2014,900,CPY,MOX,DAM,Centre-Val de Loire,0.0,VD2
FP2633,956.3,14,1979,1983,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FC6307,941.5,14,2017,2020,1300,DPY,UO2,GOL,Occitanie,72.0,VD1
FZ9118,920.6,14,1976,1977,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD5
FS6069,757.7,12,2023,2024,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,4.8,VD1
FV1070,743.4,12,1976,1980,900,CPY,UO2,FES,Grand Est,0.0,VD5
FJ2507,871.2,14,1976,1977,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FU5900,740.7,12,1989,1990,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD4
FY4491,752.1,12,1993,1997,900,CPY,MOX,GRA,Hauts-de-France,2.3,VD3
FM5826,883.3,14,2022,2025,1600,EPR,UO2,FLA,Normandy,72.0,VD1
FH2305,792.4,12,1967,1972,900,CPY,UO2,DAM,Centre-Val de Loire,33.0,VD6
FT2821,756.3,12,2012,2012,900,CPY,MOX,GRA,Hauts-de-France,4.2,VD2
FF5087,728.0,12,2011,2011,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD2
FB2247,901.7,14,2014,2015,1600,EPR,UO2,FLA,Normandy,72.0,VD2
FG6431,874.1,14,1970,1973,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD6
FV4039,876.1,14,1994,1994,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FL6523,920.7,14,1978,1980,1300,DPY,UO2,GOL,Occitanie,72.0,VD5
FX6109,769.6,12,1974,1974,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,11.8,VD6
FJ8971,762.0,12,2011,2016,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,7.3,VD1
FQ9613,734.1,12,1989,1992,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD4
FQ4619,919.3,14,1973,1973,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
FS6582,904.1,14,1994,1997,1300,DPY,UO2,FLA,Normandy,72.0,VD3
FG6990,853.1,14,1989,1993,1600,EPR,UO2,FLA,Normandy,71.7,VD4
FF8344,752.6,12,2007,2010,900,CPY,UO2,FES,Grand Est,0.1,VD2
FY6924,707.9,12,1995,1995,900,CPY,MOX,CRU,Auvergne-Rhône-Alpes,0.0,VD4
FA8805,774.9,12,1966,1971,900,CPY,UO2,FES,Grand Est,14.5,VD6
FJ5496,713.1,12,1976,1977,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD5
FQ7897,758.8,12,2023,2025,900,CPY,UO2,CHI,Centre-Val de Loire,5.7,VD1
FY2681,760.4,12,1970,1970,900,CPY,UO2,CHI,Centre-Val de Loire,6.7,VD6
FT1966,854.2,14,2011,2013,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FP3221,750.9,12,2004,2004,900,CPY,UO2,STL,Centre-Val de Loire,2.4,VD3
FQ2823,753.0,12,1975,1977,900,CPY,UO2,GRA,Hauts-de-France,0.6,VD5
FE4757,754.7,12,1975,1979,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,3.4,VD5
FF3539,733.8,12,1988,1988,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD4
FP6353,866.2,14,2024,2025,1300,DPY,UO2,NOG,Île-de-France,72.0,VD1
FL5868,891.0,14,1972,1972,1300,DPY,UO2,NOG,Île-de-France,72.0,VD6
FB5390,743.7,12,1997,1998,900,CPY,UO2,FES,Grand Est,0.0,VD3
FW2891,878.1,14,1983,1985,1300,DPY,UO2,FLA,Normandy,72.0,VD5
FY6151,871.2,14,1980,1982,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FE3698,809.0,12,2019,2019,900,CPY,UO2,STL,Centre-Val de Loire,33.2,VD1
FJ2927,745.8,12,2007,2010,900,CPY,MOX,STL,Centre-Val de Loire,0.0,VD2
FT8608,871.5,14,2002,2003,1300,DPY,UO2,NOG,Île-de-France,72.0,VD3
FR1281,707.6,12,2024,2024,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD1
FT5713,751.3,12,2024,2025,900,CPY,MOX,FES,Grand Est,3.0,VD1
FT6454,737.6,12,2021,2025,900,CPY,UO2,FES,Grand Est,0.0,VD1
FU5303,775.2,12,1985,1988,900,CPY,UO2,STL,Centre-Val de Loire,18.8,VD4
FZ8440,873.7,14,1983,1988,1300,DPY,UO2,NOG,Île-de-France,72.0,VD4
FR1596,903.0,14,1981,1981,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FA7316,833.1,14,1982,1984,1300,DPY,UO2,PEN,Normandy,64.1,VD5
FV4724,775.5,12,1994,1999,900,CPY,UO2,GRA,Hauts-de-France,16.0,VD3
FH8284,761.8,12,1985,1986,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,7.7,VD4
FT1225,739.2,12,1988,1990,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,0.0,VD4
FL9077,806.0,14,2018,2020,1300,DPY,UO2,NOG,Île-de-France,40.5,VD1
FW1341,904.8,14,2002,2004,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FN8043,736.7,12,2001,2006,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD2
FE9516,797.7,12,2008,2008,900,CPY,MOX,FES,Grand Est,31.0,VD2
FX1794,900.5,14,1992,1994,1300,DPY,UO2,GOL,Occitanie,72.0,VD4
FH4826,905.3,14,1996,1998,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FB2359,897.3,14,1993,1995,1600,EPR,UO2,FLA,Normandy,72.0,VD4
FN2527,755.3,12,1981,1984,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,4.9,VD5
FJ1959,848.0,14,1976,1978,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FQ5593,727.6,12,1979,1982,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD5
FT3633,871.6,14,2006,2010,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD2
FJ5413,794.1,12,1986,1989,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,26.9,VD4
FF6293,747.7,12,2017,2021,900,CPY,UO2,STL,Centre-Val de Loire,1.7,VD1
FH3307,779.4,12,1985,1986,900,CPY,UO2,FES,Grand Est,21.0,VD4
FQ1078,733.4,12,2017,2019,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD1
FW3064,874.7,14,1989,1989,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD4
FK5040,777.7,14,2022,2025,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,17.3,VD1
FK9758,866.6,14,1989,1991,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FS1471,777.9,12,1993,1994,900,CPY,UO2,GRA,Hauts-de-France,21.0,VD4
FS7206,781.5,12,1969,1970,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,21.6,VD6
FL8408,773.8,12,1972,1973,900,CPY,UO2,FES,Grand Est,14.3,VD6
FH3365,788.5,12,2004,2009,900,CPY,MOX,STL,Centre-Val de Loire,23.0,VD2
FL3970,855.8,14,1984,1984,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FQ7338,875.0,14,1984,1984,1300,DPY,UO2,FLA,Normandy,72.0,VD5
FE8128,742.6,12,1990,1995,900,CPY,UO2,FES,Grand Est,0.0,VD4
FO3587,868.7,14,1973,1976,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FT3274,731.7,12,2023,2023,900,CPY,UO2,FES,Grand Est,0.0,VD1
FN8602,755.7,12,2004,2004,900,CPY,UO2,FES,Grand Est,3.4,VD3
FS3885,878.5,14,1992,1995,1300,DPY,UO2,FLA,Normandy,72.0,VD4
FP1081,890.5,14,1994,1995,1300,DPY,UO2,PAL,Normandy,72.0,VD4
FY1540,758.5,12,1983,1983,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,3.1,VD5
FS3570,784.4,12,2000,2002,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,18.7,VD3
FA4030,912.6,14,1979,1979,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FV1798,818.5,14,1972,1976,1300,DPY,UO2,GOL,Occitanie,51.2,VD5
FG7122,775.3,12,2006,2009,900,CPY,UO2,DAM,Centre-Val de Loire,16.0,VD2
FC2012,889.9,14,1970,1970,1300,DPY,UO2,PAL,Normandy,72.0,VD6
FF6596,859.7,14,1997,1997,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FF6578,831.3,14,1989,1994,1300,DPY,UO2,GOL,Occitanie,66.5,VD4
FW9064,854.8,14,1970,1974,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD6
FL6064,925.8,14,1965,1970,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD6
FH1007,761.6,12,1986,1988,900,CPY,UO2,GRA,Hauts-de-France,7.2,VD4
FE4839,864.1,14,1972,1975,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD6
FO9756,841.9,14,2019,2019,1300,DPY,UO2,PEN,Normandy,61.1,VD1
FM5745,747.1,12,1997,1998,900,CPY,MOX,FES,Grand Est,0.0,VD3
FZ2937,767.9,12,2007,2009,900,CPY,MOX,GRA,Hauts-de-France,13.1,VD2
FC8395,782.6,12,1998,2001,900,CPY,MOX,DAM,Centre-Val de Loire,20.2,VD3
FK1957,849.3,14,1991,1992,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,69.8,VD4
FU7849,853.3,14,1973,1974,1300,DPY,UO2,PEN,Normandy,72.0,VD6
FR2417,774.1,12,2019,2022,900,CPY,MOX,CHI,Centre-Val de Loire,14.6,VD1
FN2215,878.6,14,2016,2021,1300,DPY,UO2,NOG,Île-de-France,72.0,VD1
FE3163,934.4,14,1985,1985,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FM8839,900.9,14,2006,2010,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FA7330,915.2,14,2007,2010,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FG6493,885.2,14,1984,1985,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FV8967,712.7,12,1973,1977,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FC3261,868.2,14,1989,1994,1300,DPY,UO2,FLA,Normandy,72.0,VD4
FU9398,857.9,14,1990,1993,1300,DPY,UO2,NOG,Île-de-France,72.0,VD4
FC2361,716.5,12,1987,1988,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD4
FG1353,939.6,14,1972,1972,1300,DPY,UO2,PAL,Normandy,72.0,VD6
FO6515,847.7,14,2018,2019,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD1
FH2198,872.6,14,1982,1983,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FL9228,717.2,12,2021,2024,900,CPY,MOX,FES,Grand Est,0.0,VD1
FE8843,901.0,14,2014,2018,1300,DPY,UO2,PAL,Normandy,72.0,VD1
FD9042,864.8,14,2008,2012,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD2
FN6611,729.7,12,2004,2006,900,CPY,UO2,DAM,Centre-Val de Loire,0.0,VD2
FB2544,770.4,12,1974,1976,900,CPY,UO2,DAM,Centre-Val de Loire,8.4,VD5
FM6785,832.8,14,1975,1980,1300,DPY,UO2,PEN,Normandy,60.3,VD5
FJ4014,898.0,14,1994,1997,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FL2042,761.3,12,2018,2021,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,5.4,VD1
FK6659,706.7,12,1983,1984,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FV7426,753.4,12,1987,1990,900,CPY,UO2,GRA,Hauts-de-France,0.2,VD4
FN5262,877.5,14,2000,2003,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FS7977,913.7,14,1979,1980,1300,DPY,UO2,NOG,Île-de-France,72.0,VD5
FW7022,756.9,12,2023,2023,900,CPY,UO2,FES,Grand Est,2.5,VD1
FU3262,794.9,12,1990,1990,900,CPY,UO2,FES,Grand Est,25.2,VD4
FS7861,869.5,14,1987,1990,1300,DPY,UO2,GOL,Occitanie,72.0,VD4
FD3342,836.5,14,2017,2022,1300,DPY,UO2,NOG,Île-de-France,64.4,VD1
FY3070,725.8,12,2015,2018,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD1
FF4791,819.3,14,2015,2017,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,49.0,VD1
FT8222,859.1,14,2006,2007,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD2
FE2195,781.3,12,1974,1978,900,CPY,UO2,FES,Grand Est,17.3,VD5
FN7082,861.7,14,1969,1970,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD6
FJ9084,757.7,12,1997,1999,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,2.9,VD3
FX8596,850.9,14,2023,2024,1600,EPR,UO2,FLA,Normandy,72.0,VD1
FQ5772,906.4,14,2009,2014,1300,DPY,UO2,FLA,Normandy,72.0,VD2
FA4335,785.5,12,1979,1984,900,CPY,UO2,CHI,Centre-Val de Loire,26.2,VD5
FC5794,862.8,14,1994,1998,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FY4981,884.3,14,1979,1982,1300,DPY,UO2,PEN,Normandy,72.0,VD5
FW1919,880.1,14,2001,2006,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FK2049,895.0,14,2012,2015,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD2
FY8295,750.8,12,1967,1970,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD6
FU4599,784.2,12,2008,2012,900,CPY,UO2,DAM,Centre-Val de Loire,20.6,VD2
FA2848,856.1,14,1973,1974,1300,DPY,UO2,GOL,Occitanie,72.0,VD6
FA1802,758.7,12,2012,2016,900,CPY,MOX,STL,Centre-Val de Loire,3.7,VD1
FM5147,741.5,12,2018,2019,900,CPY,UO2,FES,Grand Est,0.0,VD1
FN8395,751.5,12,2013,2013,900,CPY,MOX,STL,Centre-Val de Loire,1.1,VD2
FW9851,746.7,12,2005,2008,900,CPY,MOX,STL,Centre-Val de Loire,0.1,VD2
FW4388,871.5,14,1994,1994,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FU5148,713.4,12,2005,2008,900,CPY,MOX,TRI,Auvergne-Rhône-Alpes,0.0,VD2
FA7069,879.5,14,1994,1996,1300,DPY,UO2,PAL,Normandy,72.0,VD3
FD4076,849.9,14,1977,1979,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FY2533,867.9,14,2005,2006,1300,DPY,UO2,PAL,Normandy,72.0,VD2
FU1014,880.0,14,1974,1974,1300,DPY,UO2,FLA,Normandy,72.0,VD6
FM2797,863.7,14,1998,2000,1600,EPR,UO2,FLA,Normandy,72.0,VD3
FR1799,766.8,12,1979,1983,900,CPY,UO2,STL,Centre-Val de Loire,12.7,VD5
FJ5182,814.3,14,2010,2010,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,42.8,VD2
FB5455,744.7,12,1985,1985,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD5
FM9338,902.1,14,1991,1991,1600,EPR,UO2,FLA,Normandy,72.0,VD4
FK4128,917.7,14,1998,2003,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FI9438,875.2,14,2010,2011,1300,DPY,UO2,PEN,Normandy,72.0,VD2
FO6238,735.5,12,1988,1992,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD4
FB1196,731.9,12,1973,1976,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD5
FM5617,871.0,14,1998,1998,1300,DPY,UO2,NOG,Île-de-France,72.0,VD3
FR5296,708.9,12,1972,1972,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD6
FE8579,851.7,14,2015,2020,1300,DPY,UO2,PAL,Normandy,65.4,VD1
FT9636,870.8,14,2010,2014,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD2
FP2684,875.1,14,1997,1997,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FQ7377,885.3,14,1993,1997,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD3
FM8185,879.4,14,1988,1992,1300,DPY,UO2,GOL,Occitanie,72.0,VD4
FV4263,844.3,14,1977,1980,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,69.1,VD5
FB6256,854.6,14,2025,2025,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD1
FL4106,899.1,14,1984,1986,1300,DPY,UO2,FLA,Normandy,72.0,VD4
FS6697,904.9,14,1995,1997,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FR7055,730.8,12,1983,1985,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD5
FS9342,807.8,12,1978,1980,900,CPY,UO2,DAM,Centre-Val de Loire,37.3,VD5
FM3326,728.5,12,1973,1976,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FK1709,775.9,12,1969,1974,900,CPY,UO2,STL,Centre-Val de Loire,17.2,VD6
FN8008,907.5,14,2002,2005,1600,EPR,UO2,FLA,Normandy,72.0,VD3
FA4316,885.0,14,1969,1970,1300,DPY,UO2,PAL,Normandy,72.0,VD6
FG3581,759.9,12,2021,2022,900,CPY,MOX,STL,Centre-Val de Loire,7.9,VD1
FN4636,737.5,12,1984,1986,900,CPY,UO2,GRA,Hauts-de-France,0.0,VD4
FZ2003,879.5,14,1978,1980,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD5
FJ7987,741.9,12,1975,1976,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FG1125,723.3,12,2003,2004,900,CPY,MOX,CHI,Centre-Val de Loire,0.0,VD3
FU8482,860.5,14,2017,2018,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD1
FP8784,916.9,14,1997,2000,1300,DPY,UO2,NOG,Île-de-France,72.0,VD3
FD9212,848.8,14,1987,1988,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FW8876,874.7,14,2007,2011,1300,DPY,UO2,FLA,Normandy,72.0,VD2
FA2007,797.4,14,1967,1970,1300,DPY,UO2,GOL,Occitanie,38.4,VD6
FC1787,896.2,14,2021,2022,1450,PQY,UO2,CIV,Nouvelle-Aquitaine,72.0,VD1
FE4169,865.6,14,1983,1988,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FG1849,757.6,12,1987,1992,900,CPY,UO2,FES,Grand Est,8.1,VD4
FW8324,893.9,14,2000,2000,1300,DPY,UO2,PEN,Normandy,72.0,VD3
FD8778,723.0,12,1973,1976,900,CPY,UO2,STL,Centre-Val de Loire,0.0,VD5
FL7533,855.7,14,1992,1995,1600,EPR,UO2,FLA,Normandy,72.0,VD4
FB7187,845.4,14,2002,2003,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FY5358,789.6,12,1971,1971,900,CPY,UO2,DAM,Centre-Val de Loire,25.3,VD6
FE3645,872.2,14,2020,2022,1300,DPY,UO2,PAL,Normandy,72.0,VD1
FV6972,720.9,12,1979,1982,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD5
FW3986,856.9,14,1978,1978,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FY5233,890.9,14,1981,1985,1300,DPY,UO2,PAL,Normandy,72.0,VD5
FO1348,851.1,14,1988,1993,1300,DPY,UO2,SAL,Auvergne-Rhône-Alpes,72.0,VD4
FV4985,808.7,12,1996,1996,900,CPY,UO2,FES,Grand Est,40.1,VD3
FZ2872,859.4,14,1973,1975,1600,EPR,UO2,FLA,Normandy,72.0,VD6
FB2134,724.0,12,1992,1995,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD4
FQ1535,791.9,12,1975,1978,900,CPY,UO2,CHI,Centre-Val de Loire,28.3,VD5
FV5286,841.7,14,2021,2024,1300,DPY,UO2,FLA,Normandy,60.2,VD1
FR4330,890.2,14,1982,1984,1600,EPR,UO2,FLA,Normandy,72.0,VD5
FL9060,724.3,12,1971,1975,900,CPY,UO2,FES,Grand Est,0.0,VD6
FJ7601,774.2,12,1998,2000,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,20.5,VD3
FW9279,865.8,14,1991,1996,1300,DPY,UO2,GOL,Occitanie,72.0,VD3
FV4933,841.8,14,2020,2021,1300,DPY,UO2,GOL,Occitanie,60.4,VD1
FC9107,735.7,12,2009,2014,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD2
FL3396,870.9,14,2015,2019,1300,DPY,UO2,GOL,Occitanie,72.0,VD1
FM9826,718.1,12,1989,1991,900,CPY,UO2,CRU,Auvergne-Rhône-Alpes,0.0,VD4
FX9160,763.3,12,2010,2012,900,CPY,UO2,TRI,Auvergne-Rhône-Alpes,8.8,VD2
FZ1563,748.4,12,2014,2014,900,CPY,UO2,CHI,Centre-Val de Loire,0.0,VD2
