FA_name,FA_mass_kg,FA_length_ft,FA_year_made,FA_year_intro,reactor_power_MWe,reactor_type_code,fuel_type,plant_code,plant_name,region,burnup_GWd_tU,epoch_label,plant_start_date_info
FZ5199,736.2,12,1993,1996,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,14.4,VD2,1981
FX9234,753.7,12,1995,1997,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,16.7,VD2,1980
FX4532,727.5,12,1983,1984,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,14.2,VD1,1983
FO7090,764.4,12,2006,2011,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,17.1,VD3,1984
FE7935,756.7,12,2019,2019,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,19.8,VD4,1980
FF4386,883.3,14,1987,1988,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,34.1,VD1,1986
FM4208,792.7,14,1998,1998,1300,DPY,UO2,PAL,Paluel,Normandy,21.4,VD2,1984
FH6869,945.1,14,2007,2009,1300,DPY,UO2,PAL,Paluel,Normandy,46.5,VD3,1984
FO2922,769.0,12,1999,1999,900,CPY,MOX,FES,Fessenheim,Grand Est,14.8,VD3,1977
FV8584,736.7,12,1993,1994,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,15.5,VD2,1981
FE6853,715.9,12,1992,1996,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,12.8,VD2,1983
FA5787,913.4,14,1993,1994,1300,DPY,UO2,FLA,Flamanville,Normandy,36.5,VD1,1986
FW1638,855.1,14,2017,2022,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,36.9,VD3,1998
FQ3069,736.8,12,1981,1983,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,13.3,VD1,1980
FZ1533,917.3,14,2022,2023,1300,DPY,UO2,NOG,Nogent,Île-de-France,42.1,VD4,1987
FJ9694,727.9,12,2000,2001,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,16.8,VD2,1983
FO8953,844.7,14,2022,2025,1300,DPY,UO2,NOG,Nogent,Île-de-France,32.4,VD4,1987
FI6398,755.7,12,2019,2020,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,16.3,VD5,1980
FL2386,897.5,14,2020,2021,1300,DPY,UO2,NOG,Nogent,Île-de-France,37.3,VD4,1987
FV4076,701.6,12,2009,2012,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,9.8,VD4,1980
FS6816,685.7,12,1979,1983,900,CPY,UO2,FES,Fessenheim,Grand Est,4.2,VD1,1977
FL6982,859.5,14,2010,2015,1300,DPY,UO2,FLA,Flamanville,Normandy,35.1,VD3,1986
FK6545,875.8,14,1994,1995,1300,DPY,UO2,GOL,Golfech,Occitanie,33.0,VD1,1993
FS7934,745.4,12,2020,2022,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,14.3,VD4,1983
FM2692,757.1,12,2020,2020,900,CPY,MOX,FES,Fessenheim,Grand Est,15.1,VD5,1977
FQ5615,752.6,12,2012,2017,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,17.2,VD4,1980
FX1498,756.7,12,2007,2012,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,15.8,VD4,1980
FN5759,767.6,12,1978,1979,900,CPY,UO2,FES,Fessenheim,Grand Est,16.4,VD1,1977
FO7766,873.2,14,2022,2024,1300,DPY,UO2,FLA,Flamanville,Normandy,35.6,VD4,1986
FT4446,863.3,14,2023,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,30.9,VD1,2025
FB9319,865.9,14,1990,1995,1300,DPY,UO2,NOG,Nogent,Île-de-France,29.8,VD1,1987
FO6402,762.4,12,2000,2003,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,15.1,VD2,1984
FP5448,857.5,14,2009,2013,1300,DPY,UO2,PEN,Penly,Normandy,33.6,VD3,1990
FL5650,743.3,12,2024,2025,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,13.5,VD5,1980
FE5726,766.3,12,2014,2017,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,14.1,VD4,1980
FT1631,818.7,14,1982,1985,1300,DPY,UO2,PAL,Paluel,Normandy,30.3,VD1,1984
FK6966,723.9,12,2017,2021,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,14.5,VD4,1983
FS7816,735.8,12,2004,2009,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,11.0,VD3,1980
FN7985,731.8,12,1987,1988,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,14.1,VD1,1980
FZ7910,868.7,14,2021,2021,1300,DPY,UO2,PEN,Penly,Normandy,39.2,VD4,1990
FL4620,764.1,12,2004,2005,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,18.1,VD3,1984
FN8319,752.8,12,1994,1997,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,13.3,VD2,1981
FZ3537,727.3,12,1983,1986,900,CPY,UO2,FES,Fessenheim,Grand Est,13.6,VD1,1977
FM6905,731.9,12,1994,1996,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,17.2,VD2,1984
FD4308,693.3,12,1994,1997,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,10.9,VD2,1980
FB6553,832.3,14,2006,2008,1300,DPY,UO2,PEN,Penly,Normandy,33.0,VD2,1990
FZ5747,889.0,14,2006,2008,1300,DPY,UO2,FLA,Flamanville,Normandy,37.9,VD3,1986
FL8129,894.5,14,1995,1995,1300,DPY,UO2,PAL,Paluel,Normandy,35.2,VD2,1984
FG7111,926.2,14,2018,2023,1300,DPY,UO2,GOL,Golfech,Occitanie,43.7,VD4,1993
FN9339,724.7,12,1979,1983,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,15.0,VD1,1980
FY1127,741.8,12,1999,1999,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,13.7,VD2,1980
FY1832,839.8,14,2004,2005,1300,DPY,UO2,NOG,Nogent,Île-de-France,34.1,VD2,1987
FC7071,899.6,14,2003,2008,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,33.3,VD2,1998
FY3599,728.4,12,1980,1985,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,16.5,VD1,1980
FS4793,890.0,14,1997,2000,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,37.1,VD2,1986
FB4974,850.9,14,1986,1991,1300,DPY,UO2,NOG,Nogent,Île-de-France,33.9,VD1,1987
FB9577,834.0,14,2019,2023,1300,DPY,UO2,PEN,Penly,Normandy,29.5,VD4,1990
FU1400,869.7,14,1992,1992,1300,DPY,UO2,NOG,Nogent,Île-de-France,29.0,VD1,1987
FZ4226,875.9,14,2025,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,32.9,VD1,2025
FG3837,864.5,14,1998,1999,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,31.6,VD1,1998
FB1540,871.8,14,2000,2005,1300,DPY,UO2,GOL,Golfech,Occitanie,29.9,VD2,1993
FW4557,878.4,14,2016,2017,1300,DPY,UO2,PEN,Penly,Normandy,33.0,VD3,1990
FF1039,705.7,12,2018,2022,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,10.0,VD5,1980
FQ3778,865.5,14,1987,1991,1300,DPY,UO2,NOG,Nogent,Île-de-France,36.0,VD1,1987
FQ5868,881.6,14,2002,2005,1300,DPY,UO2,NOG,Nogent,Île-de-France,37.2,VD2,1987
FY7753,869.3,14,2012,2015,1300,DPY,UO2,NOG,Nogent,Île-de-France,32.8,VD3,1987
FX5472,929.3,14,1996,2001,1300,DPY,UO2,GOL,Golfech,Occitanie,42.1,VD1,1993
FJ9396,717.6,12,1987,1988,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,10.1,VD1,1983
FX7631,723.9,12,2001,2004,900,CPY,MOX,FES,Fessenheim,Grand Est,14.0,VD3,1977
FX7767,698.1,12,1996,1996,900,CPY,MOX,FES,Fessenheim,Grand Est,8.2,VD2,1977
FU4180,778.2,12,2017,2020,900,CPY,UO2,FES,Fessenheim,Grand Est,19.1,VD5,1977
FN4925,841.8,14,2008,2012,1300,DPY,UO2,PAL,Paluel,Normandy,31.6,VD3,1984
FQ2522,734.8,12,2021,2024,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,11.9,VD5,1981
FI3765,739.2,12,1995,1999,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,14.6,VD2,1980
FJ5214,773.6,12,2000,2004,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,20.5,VD3,1980
FZ6358,860.2,14,2002,2005,1300,DPY,UO2,PAL,Paluel,Normandy,35.2,VD3,1984
FU3362,892.8,14,2001,2005,1300,DPY,UO2,GOL,Golfech,Occitanie,34.6,VD2,1993
FE7207,715.4,12,2010,2014,900,CPY,UO2,FES,Fessenheim,Grand Est,12.8,VD4,1977
FI7366,942.1,14,2005,2008,1300,DPY,UO2,PAL,Paluel,Normandy,40.1,VD3,1984
FD9810,875.0,14,2000,2001,1300,DPY,UO2,PEN,Penly,Normandy,36.5,VD2,1990
FH3234,905.3,14,1998,2001,1300,DPY,UO2,PAL,Paluel,Normandy,36.5,VD2,1984
FE4043,841.9,14,1989,1990,1300,DPY,UO2,NOG,Nogent,Île-de-France,33.7,VD1,1987
FH8962,776.1,12,2025,2025,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,18.3,VD5,1980
FG9432,844.6,14,2016,2019,1300,DPY,UO2,GOL,Golfech,Occitanie,31.7,VD3,1993
FP9215,770.3,12,1992,1992,900,CPY,UO2,FES,Fessenheim,Grand Est,18.5,VD2,1977
FK7308,731.3,12,2015,2020,900,CPY,MOX,FES,Fessenheim,Grand Est,15.4,VD5,1977
FV7543,707.3,12,2019,2022,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,9.0,VD5,1981
FR1034,870.4,14,1988,1990,1300,DPY,UO2,NOG,Nogent,Île-de-France,34.9,VD1,1987
FX3158,890.6,14,2006,2011,1300,DPY,UO2,FLA,Flamanville,Normandy,35.8,VD3,1986
FU7952,900.3,14,1997,2002,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,32.9,VD2,1986
FG7786,773.2,12,1990,1991,900,CPY,UO2,FES,Fessenheim,Grand Est,18.6,VD2,1977
FL7735,762.5,12,1984,1986,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,18.6,VD1,1980
FG5117,829.4,14,2008,2009,1300,DPY,UO2,GOL,Golfech,Occitanie,28.3,VD2,1993
FJ3472,710.5,12,1983,1988,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,8.3,VD1,1983
FO5096,857.6,14,2011,2016,1300,DPY,UO2,NOG,Nogent,Île-de-France,31.1,VD3,1987
FE1830,918.4,14,2003,2005,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,40.7,VD1,1998
FS9645,889.3,14,2004,2009,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,34.0,VD2,1998
FN7128,854.9,14,1995,1996,1300,DPY,UO2,PEN,Penly,Normandy,28.6,VD1,1990
FR6234,787.0,12,1979,1983,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,20.0,VD1,1980
FG4041,912.0,14,2023,2024,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,35.2,VD3,1998
FN7729,876.0,14,1998,1999,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,34.0,VD2,1986
FV1780,759.6,12,1996,1997,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,18.7,VD2,1980
FA7589,799.0,12,1977,1982,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,24.0,VD1,1980
FX9045,742.7,12,1983,1983,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,12.5,VD1,1981
FE2335,878.6,14,2017,2019,1300,DPY,UO2,FLA,Flamanville,Normandy,37.1,VD4,1986
FU5841,878.9,14,2023,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,39.2,VD1,2025
FK3174,880.6,14,2014,2014,1300,DPY,UO2,PAL,Paluel,Normandy,31.0,VD4,1984
FL8032,859.5,14,1992,1992,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,30.5,VD1,1986
FG6186,766.9,12,2013,2013,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,23.4,VD4,1981
FU8929,774.2,12,2007,2007,900,CPY,MOX,FES,Fessenheim,Grand Est,17.8,VD4,1977
FN2258,707.7,12,1976,1980,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,10.4,VD1,1980
FE2781,743.0,12,2004,2006,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,16.8,VD3,1981
FO2806,853.9,14,2001,2004,1300,DPY,UO2,FLA,Flamanville,Normandy,32.6,VD2,1986
FB5643,771.7,12,1991,1995,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,18.4,VD2,1980
FJ5078,713.3,12,1988,1989,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,11.4,VD1,1984
FN6757,848.0,14,2018,2018,1300,DPY,UO2,GOL,Golfech,Occitanie,28.4,VD3,1993
FG7581,729.5,12,1986,1989,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,16.8,VD1,1984
FQ1363,855.2,14,2024,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,32.5,VD1,2025
FK6435,733.5,12,1995,1998,900,CPY,UO2,FES,Fessenheim,Grand Est,15.8,VD3,1977
FB4964,748.3,12,2000,2005,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,17.0,VD3,1980
FO6145,731.1,12,1990,1990,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,13.4,VD1,1983
FX8153,784.1,12,2018,2018,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,23.3,VD4,1983
FK8575,878.0,14,1997,1997,1300,DPY,UO2,GOL,Golfech,Occitanie,28.9,VD1,1993
FW9561,739.4,12,1986,1989,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,18.0,VD1,1984
FZ3952,738.1,12,1994,1995,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,18.9,VD2,1980
FY4790,860.1,14,1980,1985,1300,DPY,UO2,PAL,Paluel,Normandy,34.6,VD1,1984
FI9679,741.5,12,1998,1998,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,15.4,VD2,1980
FK8750,786.2,12,1980,1983,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,19.7,VD1,1980
FG3380,906.2,14,1985,1990,1300,DPY,UO2,PAL,Paluel,Normandy,38.2,VD1,1984
FB3423,804.8,14,2003,2004,1300,DPY,UO2,NOG,Nogent,Île-de-France,27.0,VD2,1987
FN9656,901.3,14,2009,2014,1300,DPY,UO2,GOL,Golfech,Occitanie,39.9,VD3,1993
FX2808,860.5,14,1990,1991,1300,DPY,UO2,PEN,Penly,Normandy,35.1,VD1,1990
FJ2127,842.7,14,1988,1990,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,29.8,VD1,1986
FR9264,885.5,14,1986,1988,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,36.1,VD1,1986
FT4626,871.1,14,2002,2004,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,32.9,VD1,1998
FX5060,907.6,14,2004,2007,1300,DPY,UO2,GOL,Golfech,Occitanie,38.2,VD2,1993
FA6172,711.3,12,2005,2010,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,13.5,VD4,1980
FO1867,746.5,12,1973,1977,900,CPY,UO2,FES,Fessenheim,Grand Est,13.9,VD1,1977
FD7645,727.9,12,1993,1996,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,13.7,VD2,1980
FU3403,740.6,12,1983,1986,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,12.4,VD1,1980
FO2007,747.2,12,1989,1990,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,16.7,VD1,1983
FR4669,879.3,14,1994,1999,1300,DPY,UO2,FLA,Flamanville,Normandy,40.6,VD2,1986
FU9832,758.3,12,1999,2003,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,15.4,VD3,1980
FM8281,879.9,14,2009,2009,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,33.8,VD2,1998
FP4878,869.8,14,2021,2022,1300,DPY,UO2,FLA,Flamanville,Normandy,40.0,VD4,1986
FB6687,739.9,12,2003,2006,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,16.6,VD3,1983
FH2206,818.8,14,2011,2015,1300,DPY,UO2,PAL,Paluel,Normandy,28.8,VD4,1984
FJ9184,720.4,12,1977,1981,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,16.0,VD1,1980
FX5914,908.5,14,1983,1986,1300,DPY,UO2,PAL,Paluel,Normandy,38.4,VD1,1984
FL3445,847.9,14,2021,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,30.3,VD1,2025
FO1351,764.3,12,2019,2022,900,CPY,MOX,DAM,Dampierre,Centre-Val de Loire,16.9,VD5,1980
FA5275,749.0,12,2005,2005,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,14.9,VD3,1980
FN3411,755.0,12,2018,2021,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,17.5,VD5,1980
FN1427,857.6,14,2021,2022,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,32.4,VD3,1998
FZ2062,735.8,12,1983,1987,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,11.9,VD1,1980
FX2925,887.5,14,1990,1994,1300,DPY,UO2,GOL,Golfech,Occitanie,40.1,VD1,1993
FN1052,716.0,12,2014,2018,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,9.3,VD4,1981
FR2101,757.2,12,2018,2018,900,CPY,MOX,FES,Fessenheim,Grand Est,15.2,VD5,1977
FW7655,734.8,12,2021,2025,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,17.6,VD5,1983
FZ9583,807.8,12,2009,2012,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,19.1,VD3,1983
FZ1815,760.4,12,1983,1985,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,14.4,VD1,1980
FE7319,848.6,14,2021,2022,1300,DPY,UO2,PEN,Penly,Normandy,32.4,VD4,1990
FS6502,873.9,14,2006,2011,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,32.0,VD2,1998
FJ8110,870.3,14,1988,1991,1300,DPY,UO2,PEN,Penly,Normandy,32.9,VD1,1990
FU6209,727.6,12,2015,2018,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,17.3,VD4,1980
FS3740,910.4,14,1995,1995,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,35.6,VD1,1986
FG7035,847.7,14,2010,2011,1300,DPY,UO2,FLA,Flamanville,Normandy,32.9,VD3,1986
FZ5625,771.6,12,2011,2013,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,17.5,VD4,1980
FP6847,734.6,12,1986,1989,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,14.5,VD1,1983
FZ9600,705.0,12,2005,2006,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,12.0,VD3,1980
FR3141,876.6,14,1990,1993,1300,DPY,UO2,FLA,Flamanville,Normandy,34.6,VD1,1986
FI9349,897.0,14,2012,2014,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,38.3,VD3,1986
FT4911,786.5,12,1998,2003,900,CPY,MOX,GRA,Gravelines,Hauts-de-France,24.3,VD3,1980
FG9798,849.4,14,2000,2002,1300,DPY,UO2,NOG,Nogent,Île-de-France,29.2,VD2,1987
FY3034,857.9,14,2002,2004,1300,DPY,UO2,GOL,Golfech,Occitanie,26.0,VD2,1993
FC4279,735.6,12,1982,1987,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,16.3,VD1,1984
FN3016,857.9,14,1999,2002,1300,DPY,UO2,GOL,Golfech,Occitanie,29.7,VD1,1993
FS7885,773.0,12,2017,2018,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,19.9,VD4,1981
FV1615,878.3,14,1994,1999,1300,DPY,UO2,FLA,Flamanville,Normandy,31.3,VD2,1986
FY8837,908.8,14,2014,2015,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,37.2,VD2,1998
FU7444,750.2,12,2012,2016,900,CPY,UO2,CHI,Chinon,Centre-Val de Loire,18.6,VD4,1983
FL4803,734.5,12,1994,1996,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,13.2,VD2,1981
FW3812,745.7,12,1986,1987,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,14.8,VD1,1984
FP5154,896.8,14,2010,2014,1300,DPY,UO2,PAL,Paluel,Normandy,37.4,VD4,1984
FF3582,878.5,14,2006,2010,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,31.6,VD2,1998
FJ7035,740.7,12,1984,1987,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,17.9,VD1,1980
FE4621,746.7,12,1982,1985,900,CPY,UO2,DAM,Dampierre,Centre-Val de Loire,12.2,VD1,1980
FQ8069,850.0,14,2011,2011,1300,DPY,UO2,PEN,Penly,Normandy,28.3,VD3,1990
FS5536,755.3,12,2022,2024,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,15.7,VD5,1981
FK6335,683.2,12,2005,2010,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,15.5,VD4,1980
FO5925,701.7,12,1993,1993,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,8.1,VD2,1980
FG5944,768.8,12,2024,2025,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,17.4,VD5,1984
FQ2253,894.1,14,1985,1990,1300,DPY,UO2,FLA,Flamanville,Normandy,35.5,VD1,1986
FL1518,860.1,14,2022,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,32.2,VD1,2025
FT5451,745.6,12,2011,2016,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,17.9,VD4,1984
FM7113,786.2,12,2006,2009,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,18.2,VD3,1981
FG4268,754.1,12,2017,2020,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,17.4,VD4,1984
FZ8546,886.4,14,1983,1987,1300,DPY,UO2,NOG,Nogent,Île-de-France,37.2,VD1,1987
FK1271,882.9,14,2008,2012,1300,DPY,UO2,NOG,Nogent,Île-de-France,33.5,VD3,1987
FH5466,754.6,12,1998,1998,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,17.6,VD2,1981
FA5912,758.4,12,1987,1990,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,17.4,VD1,1981
FI4161,762.2,12,1999,2003,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,18.9,VD3,1981
FA2749,786.4,12,2013,2017,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,18.0,VD4,1984
FT2861,819.4,14,1999,2000,1300,DPY,UO2,NOG,Nogent,Île-de-France,28.3,VD2,1987
FL8344,759.5,12,1997,2001,900,CPY,UO2,STL,Saint-Laurent,Centre-Val de Loire,16.4,VD3,1981
FD2460,737.4,12,1997,1997,900,CPY,MOX,FES,Fessenheim,Grand Est,14.8,VD3,1977
FJ8504,726.9,12,2003,2003,900,CPY,MOX,TRI,Tricastin,Auvergne-Rhône-Alpes,10.9,VD3,1980
FN5690,860.0,14,1997,2000,1300,DPY,UO2,PEN,Penly,Normandy,29.8,VD2,1990
FK6297,774.8,12,2001,2002,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,18.3,VD2,1984
FD4776,750.2,12,2001,2004,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,14.8,VD3,1983
FE5095,884.4,14,2018,2020,1300,DPY,UO2,PAL,Paluel,Normandy,40.0,VD4,1984
FC8287,763.9,12,1997,1998,900,CPY,MOX,CHI,Chinon,Centre-Val de Loire,13.4,VD2,1983
FM2016,781.1,12,2014,2016,900,CPY,MOX,FES,Fessenheim,Grand Est,19.6,VD4,1977
FX1829,783.0,12,2005,2006,900,CPY,UO2,GRA,Gravelines,Hauts-de-France,18.1,VD3,1980
FB8233,876.4,14,2018,2020,1300,DPY,UO2,PAL,Paluel,Normandy,40.1,VD4,1984
FG6526,869.9,14,2002,2002,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,32.1,VD1,1998
FX3905,761.1,12,1976,1977,900,CPY,UO2,FES,Fessenheim,Grand Est,16.2,VD1,1977
FU2748,747.7,12,2012,2015,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,17.2,VD4,1984
FQ1681,820.9,14,2015,2017,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,24.8,VD2,1998
FV2407,928.1,14,2012,2014,1300,DPY,UO2,GOL,Golfech,Occitanie,43.2,VD3,1993
FG4228,863.8,14,2008,2011,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,30.4,VD2,1998
FE9485,900.2,14,2003,2007,1300,DPY,UO2,FLA,Flamanville,Normandy,38.4,VD3,1986
FK8063,702.2,12,2021,2025,900,CPY,MOX,STL,Saint-Laurent,Centre-Val de Loire,13.2,VD5,1981
FU2620,878.4,14,2017,2019,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,35.7,VD3,1998
FR3792,908.1,14,2022,2022,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,34.2,VD4,1986
FF5981,838.1,14,2022,2023,1300,DPY,UO2,SAL,Saint-Alban,Auvergne-Rhône-Alpes,33.3,VD4,1986
FS2902,775.9,12,2020,2025,900,CPY,UO2,CRU,Cruas,Auvergne-Rhône-Alpes,24.2,VD5,1984
FS5429,724.7,12,2007,2009,900,CPY,UO2,FES,Fessenheim,Grand Est,12.8,VD4,1977
FA2377,879.4,14,2000,2004,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,32.8,VD1,1998
FS4105,891.0,14,2023,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,36.4,VD1,2025
FN6266,746.5,12,1989,1989,900,CPY,UO2,TRI,Tricastin,Auvergne-Rhône-Alpes,12.5,VD1,1980
FW1500,890.1,14,1998,2001,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,35.3,VD1,1998
FE1846,770.7,12,2011,2016,900,CPY,MOX,FES,Fessenheim,Grand Est,20.6,VD4,1977
FT9244,782.2,12,2006,2009,900,CPY,MOX,FES,Fessenheim,Grand Est,19.9,VD4,1977
FR2214,921.0,14,2022,2025,1600,EPR,UO2,FLA,Flamanville,Normandy,43.7,VD1,2025
FH7317,767.4,12,2009,2013,900,CPY,MOX,CRU,Cruas,Auvergne-Rhône-Alpes,21.1,VD3,1984
FJ5474,913.4,14,2015,2020,1450,PQY,UO2,CIV,Civaux,Nouvelle-Aquitaine,41.7,VD3,1998
FK4135,896.8,14,1988,1993,1300,DPY,UO2,PAL,Paluel,Normandy,38.5,VD1,1984
